num_pozo,empresa,propietario,propietariotel,propietariofax,propietariopostal,propietarioemail,propietariodirec,agua uso,Uso del agua agregado,caudal,direcpozo,profundidad,sperfora,captar,hojacarto,latitud,longitud,altitud,provincia,canton,distrito,lugar,fechaap
CN-8,SIN DATO,ANGELA GARCIA,,,,,,DOMESTICO,Consumo humano,0.50,,6.90,EXCAVADO,Sardinal,CARRILLO NORTE,277500,355800,50.00,5,505,50503,SARDINAL,1968-10-29
CN-80,AQUASUB,,,,,,,DOMESTICO,Consumo humano,3.78,,260.91,PERCUSION,F Carrillo Norte,CARRILLO NORTE,281050,368850,25.00,5,501,50101,HDA EL REAL,1971-10-20
CN-81,GUANACASTECA,CLAUDIO ROJAS,,,,,,DOMESTICO,Consumo humano,0.50,,10.00,PERCUSION,Playa Coco,CARRILLO NORTE,281700,350700,,5,505,50503,EL COCO,1972-02-16
CN-82,SENARA,SENARA,,,,,,DOMESTICO,Consumo humano,0.50,,137.46,ROTACION,F Carrillo Norte,CARRILLO NORTE,282800,370400,40.00,5,501,50101,HDA. EL REAL,1972-05-22
CN-83,SENARA,HDA. EL REAL,,,,,,AGROINDUSTRIAL,Industrial y comercial,3.59,,64.66,PERCUSION,F Carrillo Norte,CARRILLO NORTE,281000,368600,,5,501,50101,HDA. EL REAL,1972-08-09
CN-84,SENARA,A. ANGULO,,,,,,DOMESTICO,Consumo humano,3.15,,38.10,PERCUSION,F Carrillo Norte,CARRILLO NORTE,283300,364000,29.00,5,501,50101,GUARDIA,1972-12-26
CN-85,SENARA,COMUNAL,,,,,,ABAST. PUBLICO,Consumo humano,0.94,,25.91,PERCUSION,Sardinal,CARRILLO NORTE,276900,352500,50.00,5,505,50503,ARTOLA,1973-01-15
CN-86,SENARA,COMUNAL,,,,,,ABAST. PUBLICO,Consumo humano,0.94,,21.95,PERCUSION,Playa Panama,CARRILLO NORTE,285600,354800,50.00,5,505,50503,PLAYA PANAMA,1973-01-30
CN-87,SENARA,COMUNAL,,,,,,ABAST. PUBLICO,Consumo humano,0.94,,20.42,PERCUSION,Sardinal,CARRILLO NORTE,276200,347800,100.00,5,505,50503,NUEVO COLON,1973-01-30
CN-88,GUANACASTECA,FEDERICO APESTEGUI,,,,,,AGROINDUSTRIAL,Industrial y comercial,2.52,,12.19,PERCUSION,F Carrillo Norte,CARRILLO NORTE,283100,359500,30.00,5,505,50502,GUARDIA,1973-12-19
CN-89,SIN DATO,L.ALVARADO,,,,,,DOMESTICO,Consumo humano,1.89,,12.00,EXCAVADO,F Carrillo Norte,CARRILLO NORTE,283800,356600,,5,505,50503,PLAYA PANAMA,1972-11-27
CN-9,SIN DATO,MARIA CONTRERAS,,,,,,DOMESTICO,Consumo humano,0.30,,7.50,EXCAVADO,Sardinal,CARRILLO NORTE,277500,355800,50.00,5,505,50503,SARDINAL,1969-07-03
CN-90,SIN DATO,RIGOBERTO VARGAS,,,,,,DOMESTICO,Consumo humano,0.94,,11.76,EXCAVADO,F Carrillo Norte,CARRILLO NORTE,288000,361800,40.00,5,505,50502,MONTE GALAN,1973-04-11
CN-91,GUANACASTECA,SOCORRO VALLEJO,,,,,,AGROINDUSTRIAL,Industrial y comercial,,,36.57,PERCUSION,Playa Hermosa,CARRILLO NORTE,284200,352900,12.00,5,505,50503,PLAYA HERMOSA,1973-07-24
CN-92,SENARA,SENARA,,,,,,DOMESTICO,Consumo humano,0.50,,30.18,ROTACION,F Carrillo Norte,CARRILLO NORTE,287660,362270,,5,505,50502,SALTO SN MIGUEL,1974-09-24
CN-93,SENARA,SENARA,,,,,,DOMESTICO,Consumo humano,0.50,,26.21,ROTACION,F Carrillo Norte,CARRILLO NORTE,287600,362400,,5,501,50104,SALTO SN MIGUEL,1974-09-24
CN-94,SENARA,SENARA,,,,,,DOMESTICO,Consumo humano,0.50,,39.93,ROTACION,F Carrillo Norte,CARRILLO NORTE,289840,364140,60.00,5,501,50104,SALTO DE RUIZ,1974-09-24
CN-95,SENARA,SENARA,,,,,,DOMESTICO,Consumo humano,0.50,,42.67,ROTACION,F Carrillo Norte,CARRILLO NORTE,289830,364260,,5,501,50104,SALTO RUIZ,1974-09-24
CN-96,RIEGO Y POZOS,CONDOVAC,,,,,,ABAST. PUBLICO,Consumo humano,19.00,,27.43,ROTACION,Playa Panama,CARRILLO NORTE,284600,355200,,5,505,50503,PLAYA PANAMA,1975-08-20
CN-97,SENARA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,7.00,,30.00,PERCUSION,Playa Coco,CARRILLO NORTE,281300,349800,,5,505,50503,PLAYA DEL COCO,1975-10-27
CN-98,SENARA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,3.40,,32.10,PERCUSION,F Carrillo Norte,CARRILLO NORTE,276100,364300,,5,505,50502,PASO TEMPISQUE,1975-10-27
CN-99,JIMENEZ  Y DELGADO LTDA,AGROP.FEDERICO APESTEGUI SOBRADO S.A,,,,,,DOMEST-RIEGO,Agroganadería,1.50,,60.00,ROTACION,F Carrillo Norte,CARRILLO NORTE,283250,360973,,5,505,50502,NANCITAL,2007-04-23
CNG-1,SENARA,C.C.S.S.,,,,,,DOMESTICO,Consumo humano,0.50,,55.00,PERCUSION,S.D.,CANAS GORDAS,89455,650301,1030.00,6,608,60801,SAN VITO,1979-10-30
CNG-2,COSTARRICENSE S.A.,ORG. PARA ESTUDIOS TROP.,,,,,,DOMESTICO,Consumo humano,0.80,,35.00,PERCUSION,S.D.,CANAS GORDAS,86355,651059,1200,6,608,60801,COPAL,1989-04-27
CNG-3,NUEVO MILENIO CIUD.COLON,COOP.PROD.CAFE SERV.SAN VITO,,,,,,INDUSTRIAL,Industrial y comercial,1.50,,60.00,PERCUSION,FM.PASO REAL,CANAS GORDAS,91305,650096,940.00,6,608,60801,SAN VITO,2003-05-20
CNG-4,PERF. ROCA S.A.,COLG.TEC.PROF.HUMBERTO MELLONI,,,,,,DOMEST-RIEGO,Agroganadería,0.50,,60.00,ROTACION,S.D.,CANAS GORDAS,91285,650174,920,6,608,60801,SAN VITO,2004-10-19
CNG-5,NUEVO MILENIO CIUD.COLON,JUNTA EDU.COL.TEC.PROF.AGROP SALBALITO,,,,,,ABAST. PUBLICO,Consumo humano,1.50,,40.00,PERCUSION,BRECHAS ANDESITICAS,CANAS GORDAS,88872,657405,900.0,6,608,60802,TRINIDAD,2006-10-30
CNG-6,NUEVO MILENIO CIUD.COLON,SANTOS BARRANTES HERRERA,,,,,,DOMESTICO,Consumo humano,0.19,,50.00,PERCUSION,PLIOCENO,CANAS GORDAS,86721,657661,1010,6,608,60802,BRASILIA,2007-01-22
CNG-7,NUEVO MILENIO CIUD.COLON,COLG.PROF.UMBERTO MELLONI C.,27733125,27733125,,,,AGROINDUSTRIA,#N/A,2,Instalaciones del Colegio Umberto Melloni Campani San Vito de Coto Brus Puntarenas,70,PercusiÃ³n,,CANAS GORDAS,90930,650297,930,6,608,60801,San Vito,2009-04-03
CO-1,SIN DATO,ROQUE VIALES,,,,,,DOMESTICO,Consumo humano,0.50,,15.30,EXCAVADO,F Cacao,CACAO,316600,378750,560.00,5,501,50103,QUEB. GRANDE,1968-10-23
CO-2,ALFA S.A.,AyA,,,,,,ABAST. PUBLICO,Consumo humano,5.00,,40.00,PERCUSION,F Cacao,CACAO,314800,373900,,5,501,50103,QUEBRADA GRANDE,1990-11-06
CO-3,AGROPOZO,MANUEL TATTENBACH I.,,,,,,DOMESTICO,Consumo humano,0.50,,,,F Cacao,CACAO,315600,374000,,5,501,50103,QUEB.GRANDE,1995-03-15
CO-4,ASOC.SOSTENIBLE CHOROTEGA,COMPA?IA GANADERA MONTEVERDE,,,,,,VARIOS,Otros,2.00,,60.00,ROTACION,F Cacao,CACAO,316450,376875,,5,501,50103,QDA.GRANDE,2002-04-02
CO-5,PURA VIDA DRILLINGS S.A.,COSTRONEC.S.A.,,,,,,DOMESTICO,Consumo humano,0.30,,75.00,PERCUSION,F Cacao,CACAO,316360,376960,550.00,5,501,50103,QUEBRADA GRANDE,2004-03-17
CO-6,El Manto,Roger Castillo Murillo/vitelia JimÃ©nez Rodriguez,88122352,26653360,,,Quebrada Grande Liberia Guanacaste 400 este de  entrada de las Lilas ,DomÃ©stico-Riego,Agroganadería,2,El Consuelo Parsela NÂº7 (IDA) Quebrada Grande Liberia Guanacaste,30,PercusiÃ³n,,CACAO,314346,375720,450,5,501,50103,Quebrada Grande,2009-09-15
CO-7,Hidromaq S.a.,"Hacienda Los Mogotes Del Norte, S.a.",22366525,22358973,1943-2050,info@acorapi.com,,DomÃ©stico,Consumo humano,10,De Liberia 20 km al norte y 2 km al este Quebrada Grande,150,PercusiÃ³n,,CACAO,313684,372542,315,5,501,50103,CaÃ±as Dulces,2009-11-16
COL-1,SIN DATO,HOTEL ACAPULCO,,,,,,TURISTICO,Turismo,,,1.20,EXCAVADO,S.D.,COLORADO,306600,581320,3.00,7,702,70206,B.COLORADO,1978-02-22
COL-2,SIN DATO,SEA MARQUESA M.,,,,,,DOMESTICO,Consumo humano,0.50,,1.10,EXCAVADO,S.D.,COLORADO,306160,581400,3.00,7,702,70206,B.COLORADO,1978-02-22
COL-5,TECNOLOGIA EN POZOS,COSTA DEL COLORADO S.A.,,,,,,TURISTICO,Turismo,,,,,S.D.,COLORADO,306200,581350,,7,702,70206,B.DEL COLORADO,1994-08-25
COR-1,JOAQUIN MORALES ROJAS,AyA,,,,,,ABAST. PUBLICO,Consumo humano,4.00,,19.00,PERCUSION,S.D.,CORONADO,115996,576364,10.00,6,605,60501,PUNTA MALA,1975-06-24
COR-10,PURA VIDA DRILLINGS S.A.,LIRIO REAL S.A.,,,,,,DOMESTICO,Consumo humano,0.50,,100.00,ROTACION,"FORM,TERRABA",CORONADO,121440,573127,160.0,6,605,60504,VENTANAS,2006-08-23
COR-11,PURA VIDA DRILLINGS S.A.,MAKARA RESORT & SPA LTDA,,,,,,DOMESTICO,Consumo humano,1.00,,75.00,ROTACION,NO INDICA,CORONADO,122799,570673,80.0,6,605,60504,BAHIA BALLENA,2006-11-27
COR-12,SANTOS LTDA.,COMERCIAL MUJI DE SAN VITO S.A,,,,,,DOMEST-RIEGO,Agroganadería,3.00,,200.00,OTRO,NO INDICA,CORONADO,115843,585197,940.0,6,603,60306,COLINAS,2007-03-20
COR-13,UNIVERSAL ENVIRONMENTAL,LA PRINCESSA D/LL MARE S.A,,,,,,DOMESTICO,Consumo humano,0.50,,150.00,ROTACION,NO INDICA,CORONADO,125751,569959,380.0,6,605,60504,LA UNION,2007-04-17
COR-14,UNIVERSAL ENVIRONMENTAL,VILLA DANA POINT HARBOR S.A,,,,,,DOMESTICO,Consumo humano,0.50,,90.00,ROTACION,NO INDICA,CORONADO,127823,566871,100.0,6,605,60504,BAHIA,2007-04-18
COR-15,SANTOS LTDA.,PEAK SOUTH PACIFIC INVESTMENTS S.A,,,,,,DOMEST-RIEGO,Agroganadería,2.75,,94.00,OTRO,NO INDICA,CORONADO,111700,588054,220.0,6,605,60501,BALSAR,2007-05-18
COR-16,SANTOS LTDA.,COMERCIAL MUJI DE SAN VITO LTDA.,,,,,,DOMEST-RIEGO,Agroganadería,3.00,,200.00,ROTACION,S.D.,CORONADO,115826,585255,950.0,6,605,60501,ALTO SANDALO,2007-05-25
COR-17,PURA VIDA DRILLINGS S.A.,COMPA?IA AGROPECUARIA LA COSTA AZUL S.A.,,,,,,DOMESTICO,Consumo humano,0.60,,180.00,ROTACION,S.D.,CORONADO,118050,579613,300.0,6,605,60501,PUNTA MALA,2007-06-05
COR-18,COSTARRICENSE S.A.,MIDSUMMER S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,90.00,,S.D.,CORONADO,116983,578915,252.0,6,605,60501,CORTES,2007-06-12
COR-19,HIDROMAQ S.A.,MIDSUMMER S.A.,,,,,,RIEGO-TURISMO,Turismo,2.00,,150.00,PERCUSION,FM.TERRABA,CORONADO,131706,579002,220.0,6,605,60501,CORONADO,2007-06-28
COR-2,SANTOS LTDA.,SEAN MCGRAW,,,,,,DOMESTICO,Consumo humano,3.00,,72.00,ROTACION,FM.TERRABA,CORONADO,122985,570398,100,6,605,60504,BALLENA,2002-05-02
COR-20,PURA VIDA DRILLINGS S.A.,LA DAME EN BLEUE S.A.,,,,,,DOMESTICO,Consumo humano,0.50,,50.00,ROTACION,S.D.,CORONADO,119577,575655,59.00,6,605,60501,OJOCHAL,2007-09-18
COR-21,PERF. PALMARES LTDA.,EL BISCOCHO ALEGRE S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,60.00,PERCUSION,S.D.,CORONADO,118396,576059,100.00,6,605,60501,LAJAS,2007-11-12
COR-22,SANTOS LTDA.,PEAK SOUTH PACIFIC INVESTMENTS S.A.,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,150.00,PERCUSION,S.D.,CORONADO,112096,587770,337.00,6,605,60501,BALSAR,2007-11-14
COR-23,PURA VIDA DRILLINGS S.A.,INVERSIONES NUEVE MIL TREINTA F.E.B. S.A,,,,,,DOMESTICO,Consumo humano,0.20,,56.00,ROTACION,NO INDICA,CORONADO,127651,566931,62.00,6,605,60504,BAHIA,2008-01-14
COR-24,PURA VIDA DRILLINGS S.A.,JUMPING FOREST DEVELOPMENTS UVITA S.A.,,,,,,DOMESTICO,Consumo humano,0.20,,88.00,ROTACION,S.D.,CORONADO,128168,566277,131.00,6,605,60504,UVITA,2008-04-04
COR-25,UNIVERSAL ENVIRONMENTAL,Desarrollos Comerciales Del Calzado De San Isidro S.a.,27878463,27704932,,,25 norte de las oficinas del correo en San Isidro Perez ZeledÃ³n,DomÃ©stico,Consumo humano,0000.40,2 km sureste del poblado de Ballena frente a playa PiÃ±uela Dominical,35,RotaciÃ³n,,CORONADO,121769,570347,40,6,605,60504,punta mercedes,2008-10-22
COR-26,Pura Vida Drillings S.a.,"Uvita Palm Enterprises Inc, S.a.",88150377,27870226,,,"San Josecito de Uvita, 1 km norte del Cruce Osa unica casa mano derech",DOMESTICO,Consumo humano,0000.50,"CortÃ©z, Osa Puntarenas",80,ROTACION,,CORONADO,112963,586736,,6,605,60501,chontales,0000-00-00
COR-27,UNIVERSAL ENVIRONMENTAL,Uvita Palms Enterprises Inc Sa,88150377,27870226,,casey@costarica real state.com,Perez Zeledon,DOMESTICO,Consumo humano,0000.40,"750 mt sur esc. san rafael, camin b",,ROTACION,,CORONADO,113132,586952,638,6,605,60501,San Rafael,0000-00-00
COR-28,Pura Vida Drillings S.a.,"Ballena Bay Enterprises, S.a.",88150377,27870226,,,"Osa, playa Dominical, frente a iglesia catolica oficinas Leon y asocia",DomÃ©stico,Consumo humano,0000.50,"Bahia Ballena Osa, Puntarenas",50,RotaciÃ³n,,CORONADO,122488,571208,118,6,605,60504,piÃ±uela,2008-12-17
COR-29,Santos Ltda.,"Complejo Residencial Balcones Del PacÃ­fico, S.a.",83422289,22693595,,,,Riego-DomÃ©stico-Turismo,Turismo,5,2.5 km este de la estaciÃ³n de combustible de Ojochal BahÃ­a Ballena Osa Puntarenas,150,RotopercusiÃ³n,,CORONADO,122227,572630,339,6,605,60504,Las Brisas,2009-03-13
COR-3,SANTOS LTDA.,CRISTAL DE BALLENA S.A.,,,,,,RIEGO,Agroganadería,2.00,,70.00,PERCUSION,FM.TERRABA,CORONADO,123684,569646,300.00,6,605,60504,BALLENA,2003-03-25
COR-30,Pura Vida Drillings S.a.,"Tortuga Coast Tc, S.a.",24341362,24335685,,kathia@puravidadrilling.com,,Riego-DomÃ©stico-Turismo,Turismo,4,RÃ­o Tortuga 400 norte 1er entrada a la izq. fase 5 proyect. silvania 100 m sobre calle publica a der,130,RotaciÃ³n,,CORONADO,122205,575106,288,6,605,60504,Tortuga arriba,2009-03-25
COR-32,Pura Vida Drillings S.a.,"Zura Del PacÃ­fico, S.a.",24341362,24335685,,kathia@puravidadrilling.com,,Riego-DomÃ©stico-Turismo,Turismo,4,"sobre costanera sur 50 antes del puente Olla, doblar izq. x la cuenca del Burro 2km izq. 600 desp pu",130,RotaciÃ³n,,CORONADO,110057,588920,190,6,605,60501,Balzar,2009-04-29
COR-33,Pura Vida Drillings S.a.,Maison De Livre S.r.l.,22764094,22769573,,ana@puravidadrilling.com,San Antonio Desamparados 300 norte de la G.A.R contiguo al Taller,TurÃ­stico,Turismo,0002.00,Ciudad CortÃ©z del Hospital 200 norte sobre la Costanera 2 km este,140,RotaciÃ³n,,CORONADO,109840,586147,239,6,605,60501,Ojo de Agua,2009-06-06
COR-34,Santos Ltda.,"Grupo Inmobiliaria Aroma Tica, S.a.",83422289,27438339,,,,Riego-DomÃ©stico-Turismo,Turismo,0.2,De la entrada de ChamÃ¡n 350 m al NO y 700 m al NE,80,RotopercusiÃ³n,,CORONADO,127252,566812,82,6,605,60504,Bahia,2009-07-07
COR-35,Agua Segura Ltda.,"The Sun And The Moon In South Island, S.a.",25880667,25880690,,,"Playa Dominical, Osa",Riego-DomÃ©stico-Turismo,Turismo,0000.00,Playa Dominical,180,RotaciÃ³n,,CORONADO,113347,660731,637,6,605,60501,San Rafael,2009-11-24
COR-36,Agua Segura Ltda.,"Conejo Investments, S.a.",25880690,25880690,,,"Frente a Iglesia CatÃ³lica de Dominical, Osa Puntarenas",DomÃ©stico,Consumo humano,1.5,,95,RotaciÃ³n,,CORONADO,111398,587783,199,6,606,60601,Balsar,2009-11-25
COR-37,Agua Segura Ltda.,Huc De Osa. SA,25880690,25880690,,,,DomÃ©stico-Riego,Agroganadería,0002.00,,200,RotaciÃ³n,,CORONADO,111764,587029,201,6,605,60501,Balsar,2010-02-25
COR-38,Hidromaq S.a.,Ola Ballena,22320882,,,,"san Jose, Pavas, urb Roma, del supr Roma 500 mts oeste, 75 norte, cas",TurÃ­stico,Turismo,0000.0,"Costanera sur, distrito bahia ballena, cabinas leonor, 500 sur lote a mano derecha",,Seleccione el Sistema,,CORONADO,121990,570358,40,6,605,60504,Ballena,2010-02-25
COR-39,Agua Segura Ltda.,"Uvita Palms Enterprises Inc., S.A.",25880664,25880664,,,"1 km norte del cruce San Josecito de Uvita de Osa, casa mano derecha",DomÃ©stico,Consumo humano,4,Osa Puntarenas,150,PercusiÃ³n,,CORONADO,113351,587186,617,6,605,60501,San Rafael,2010-07-05
COR-4,SANTOS LTDA.,SINGING WOOD SOUTH PACIFIC INVESTMENTS S.A.,,,,,,DOMESTICO,Consumo humano,1.00,,65.00,PERCUSION,FORMACION TERRABA,CORONADO,123111,571060,200,6,605,60504,BALLENA,2006-02-27
COR-40,Seleccione La Empresa,CorporaciÃ³n Linda Vista De Dominical S.a.,27715501,22719850,,consultores.setena@hotmail.com,costado este del parque de San Isidro PÃ©rez ZeledÃ³n,DomÃ©stico,Consumo humano,2,"Altos de la Colina 300 sur, 800 este de la FerreterÃ­a el Colono",,Seleccione el Sistema,,CORONADO,126189,567801,,6,605,60501,Bahia,2012-09-19
COR-41,Universal Enviromental Service,"3-101-472142, S.a.",27870291,27870291,,,"3 km N, de la entrada a 3RÃ­os sobre calle pÃºbl, Punta Mala Puerto Cort",Riego-DomÃ©stico-Turismo,Turismo,0.1,"Puntarenas, Osa",120,RotopercusiÃ³n,,CORONADO,119852,580227,660,6,605,60501,Punta Mala,2012-12-12
COR-5,SANTOS LTDA.,DESARROLLADORA DEL LITORAL PACIFICO DLP S.A.,,,,,,DOMESTICO,Consumo humano,1.00,,60.00,ROTACION,SIN DATO,CORONADO,117919,574347,60.0,6,605,60501,PLAYA TORTUGA,2006-04-07
COR-6,SANTOS LTDA.,CASEY RYAN STAMPS,,,,,,DOMESTICO,Consumo humano,0.88,,120.00,ROTACION,FM TERRABA ROCAS FRACTURA,CORONADO,113704,590348,800.0,6,605,60501,PALMAR,2006-04-25
COR-7,PURA VIDA DRILLINGS S.A.,INK CARD S.A,,,,,,DOMESTICO,Consumo humano,4.80,,80.00,ROTACION,FM TERRABA,CORONADO,122504,570784,100.0,6,605,60504,BALLENA,2006-05-24
COR-8,PURA VIDA DRILLINGS S.A.,DEMING ENTERPRISES LTDA,,,,,,DOMESTICO,Consumo humano,1.50,,150.00,ROTACION,FM TERRABA,CORONADO,111877,589558,300.0,6,605,60501,BALSAR,2006-07-20
COR-9,PURA VIDA DRILLINGS S.A.,DIDIER RODRIGUEZ GINZALEZ,,,,,,DOMESTICO,Consumo humano,0.60,,177.00,ROTACION,FM TERRABA,CORONADO,118622,579990,440.0,6,605,60501,PUNTA MALA,2006-06-27
CR-1,MIS DOS ANGELITOS M Y M,JUNTA DE EDUCACION DEL DELIRIO,,,,,,DOMESTICO,Consumo humano,2.00,,45.00,PERCUSION,S.D.,CAIRO,333830,404070,,2,213,21303,EL DELIRIO,2007-07-04
CR-2,MIS DOS ANGELITOS M Y M,JUNTA DE EDUCACION ESC.LUIS LEDEZMA SN.JOSE,,,,,,DOMESTICO,Consumo humano,2.00,,45.00,PERCUSION,S.D.,CAIRO,336205,400245,,2,213,21303,EL DELIRIO,2007-07-04
CS-1,S.C.I.S.P.,MUNICIPALIDAD,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,48.00,PERCUSION,F Canas,CANAS,274700,424700,43.00,5,508,50804,LOS ANGELES,1968-10-24
CS-10,SIN DATO,DONALDO STEWART,,,,,,DOMESTICO,Consumo humano,3.27,,55.77,PERCUSION,Liberia,CANAS,272600,407300,40.00,5,504,50401,MONTENEGRO,1967-07-21
CS-100,I.C.E.,I.C.E.,,,,,,DOMESTICO,Consumo humano,0.50,,,ROTACION,F Canas,CANAS,271500,415456,,5,506,50601,SANDILLAL,1992-03-30
CS-101,ZARAGOZA S.A.,EDGAR ACU?A MIRANDA,,,,,,DOMESTICO,Consumo humano,1.25,,34.00,ROTACION,Canas,CANAS,266300,417500,,5,506,50601,,1994-11-10
CS-102,CARLOS VASQUEZ V.,AGUA CORPORACION S.A.,,,,,,DOMESTICO,Consumo humano,0.50,,37.00,PERCUSION,Bebedero,CANAS,265540,414960,,5,506,50604,ESTANQUE,1993-10-07
CS-103,ROYPE S.A.,CONSORCIO PODER DEL MAR,,,,,,INDUSTRIAL,Industrial y comercial,,,37.00,,Bebedero,CANAS,268150,416475,,5,506,50601,CA?AS CENTRO,1993-11-22
CS-104,CARLOS VASQUEZ V.,HOTEL CA?AS,,,,,,TURISTICO,Turismo,,,57.00,PERCUSION,Bebedero,CANAS,267745,416500,,5,506,50601,CA?AS,1994-05-17
CS-105,CARLOS VASQUEZ V.,IVEY WONG DIGERES,,,,,,DOMESTICO,Consumo humano,0.50,,,,Bebedero,CANAS,268200,417000,,5,506,50601,CA?AS,1994-05-23
CS-106,CARLOS VASQUEZ V.,IVET WONG DIGERES,,,,,,RIEGO,Agroganadería,,,56.00,PERCUSION,F Canas,CANAS,272000,402160,,5,504,50401,AGUACALIENTE,1994-05-23
CS-107,CARLOS VASQUEZ V.,HOTEL CANAS,,,,,,TURISTICO,Turismo,,,,,Bebedero,CANAS,267750,416680,,5,506,50601,CA?AS,1994-05-23
CS-108,CARLOS VASQUEZ V.,C. EDUCATIVO PRIV.CANAS,,,,,,DOMESTICO,Consumo humano,0.50,,50.00,PERCUSION,Bebedero,CANAS,267250,414550,,5,506,50601,CANAS,1994-06-27
CS-109,AyA,AYA,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,60.00,ROTACION,F Canas,CANAS,259300,418600,,5,506,50603,SAN MIGUEL,1995-02-14
CS-11,POZOS Y BOMBAS S.A.,BIODIVERSIDAD DE LAS AMERICAS S.A.,,,,,,DOMESTICO,Consumo humano,3.00,,60.00,PERCUSION,F Canas,CANAS,269350,414950,70.00,5,506,50601,SARDINAL,2008-02-12
CS-110,CHOROTEGA,LILIA ALVAREZ GUTIERREZ,,,,,,DOMESTICO,Consumo humano,0.50,,,,Bebedero,CANAS,268350,417600,,5,506,50601,CANAS,1995-05-09
CS-111,CHOROTEGA,JUAN ACON CHEN,,,,,,DOMESTICO,Consumo humano,0.50,,,,Bebedero,CANAS,267575,416540,,5,506,50601,CANAS,1995-05-09
CS-112,CHOROTEGA,HUGO HIDALGO LOPEZ,,,,,,DOMESTICO,Consumo humano,0.50,,,,F Canas,CANAS,257250,420475,,5,506,50603,LA GOTERA,1995-05-09
CS-113,CHOROTEGA,AGRICOLA GANAD.PEDREGAL,,,,,,AGROINDUSTRIAL,Industrial y comercial,5.00,,50.00,PERCUSION,F Canas,CANAS,273450,403720,,5,504,50401,MONTENEGRO,1995-06-06
CS-114,TECNOPOZOS,RODRIGO RODRIGUEZ,,,,,,DOMESTICO,Consumo humano,0.50,,50.00,PERCUSION,Liberia,CANAS,272350,408750,,5,504,50401,BAGACES,1995-06-12
CS-115,Seleccione La Empresa,Thomas Gimore Allem,,,,,,Seleccione el Uso,Sin dato,0000.00,,,Seleccione el Sistema,,CANAS,273000,408380,,5,504,50401,,2013-11-07
CS-116,CHOROTEGA,ASOC.AMIGO DEL ANCIANO,,,,,,DOMESTICO,Consumo humano,0.50,,,,Canas,CANAS,264900,417850,,5,506,50601,ENTRADA JAVILLA,1996-01-24
CS-117,CARLOS VASQUEZ V.,GANDERA EL BADEN S.A.,,,,,,DOMESTICO,Consumo humano,1.80,,24.00,,Bebedero,CANAS,259350,412050,,5,506,50604,EL CORTIJO,1995-05-02
CS-118,CHOROTEGA,DEPOSITO SAN DIEGO,,,,,,DOMESTICO,Consumo humano,0.50,,,,F Canas,CANAS,270000,413325,,5,506,50601,LA PACIFICA,1996-06-27
CS-119,PERF. ACUARIO S.A,MUNIC. CANAS,,,,,,ABAST. PUBLICO,Consumo humano,0.40,,55.00,,Bebedero,CANAS,267680,417200,,5,506,50601,CANAS,1997-02-17
CS-12,SIN DATO,CIBARIC LTDA.,,,,,,DOMESTICO,Consumo humano,0.50,,40.00,PERCUSION,F Canas,CANAS,270700,412400,40.00,5,506,50601,LA PACIFICA,1970-01-27
CS-120,SIN DATO,EL BADEN S.A.,,,,,,AGROINDUSTRIAL,Industrial y comercial,1.80,,23.00,,Bebedero,CANAS,259350,412050,,5,506,50604,,1997-03-13
CS-121,CARLOS VASQUEZ V.,SALOMON JOHNES ROSSEVEL,,,,,,RIEGO,Agroganadería,,,,,Liberia,CANAS,272650,407200,,5,504,50401,MONTENEGRO,1997-10-02
CS-122,PERF. ACUARIO S.A,GIORGIO JEREZ LONZA,,,,,,DOMESTICO,Consumo humano,1.50,,88.00,PERCUSION,F Canas,CANAS,270250,417375,,5,506,50601,CANAS,1997-11-05
CS-123,CHOROTEGA,FRANCISCO BRICE?O BRICE?O,,,,,,ABREVADERO,Agroganadería,6.00,,40.00,PERCUSION,F Canas,CANAS,259750,417925,,5,506,50603,SAN MIGUEL,1998-06-25
CS-124,GEOTECNIA S.A.,AQUACORPORACION INTERNACIONAL,,,,,,INDUSTRIAL,Industrial y comercial,,,90.00,,Bebedero,CANAS,265250,414500,,5,506,50604,PASO HONDO,1999-05-31
CS-125,GEOTECNIA S.A.,TERRAPEZ S.A.,,,,,,INDUSTRIAL,Industrial y comercial,14.00,,90.00,ROTACION,Bebedero,CANAS,267465,413904,,5,506,50601,PASO HONDO,1999-05-31
CS-126,AGROPOZO,INST.NACIONAL DE APRENDIZAJE,,,,,,RIEGO,Agroganadería,5.00,,54.00,PERCUSION,F Canas,CANAS,268400,403860,,5,504,50401,MONTENEGRO,2000-04-12
CS-127,CHOROTEGA,ASOC.NACIONAL DE EDUCADORES,,,,,,RIEGO,Agroganadería,,,,,F Canas,CANAS,257675,419000,,5,506,50603,LA GOTERA,2000-05-15
CS-128,PERF. ACUARIO S.A,MARK LEIGH NORIEGA,,,,,,DOMESTICO,Consumo humano,2.00,,40.00,PERCUSION,F Canas,CANAS,270770,413090,,5,506,50601,COROBICI,2000-05-29
